Src,EqId,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000dy4f,"Monday, November 26, 2012 00:17:15 UTC",-9.0623,-108.3196,5.1,9.93,?,"Central East Pacific Rise"
hv,60434446,"Sunday, November 25, 2012 23:56:21 UTC",19.3033,-155.2168,3.8,8.7,?,"14km S of Volcano, Hawaii"
nc,71893621,"Sunday, November 25, 2012 23:19:43 UTC",36.3032,-120.8195,2.6,7.6,?,"29km ENE of King City, California"
ak,10606246,"Sunday, November 25, 2012 23:12:05 UTC",60.2289,-138.1053,2.6,0.2,?,"66km SSW of Haines Junction, Canada"
us,c000dy3m,"Sunday, November 25, 2012 22:57:42 UTC",-9.4626,-63.0168,4.7,19.36,?,"49km N of Ariquemes, Brazil"
us,c000dy3b,"Sunday, November 25, 2012 22:24:09 UTC",6.8635,-73.1275,4.4,158.8,?,"16km SSW of Piedecuesta, Colombia"
us,c000dy2l,"Sunday, November 25, 2012 22:11:45 UTC",-44.3567,-77.8578,4.9,14.32,?,"Off the coast of Aisen, Chile"
nn,00394721,"Sunday, November 25, 2012 19:42:53 UTC",36.9431,-114.9983,2.57,4.7834,?,"46km NW of Moapa Town, Nevada"
ak,10606141,"Sunday, November 25, 2012 16:57:32 UTC",58.0451,-153.5214,2.6,52.6,?,"62km WNW of Kodiak Station, Alaska"
us,2012ijah,"Sunday, November 25, 2012 15:10:40 UTC",11.6651,-87.0156,4.3,60.7,?,"56km WSW of Masachapa, Nicaragua"
us,2012ijag,"Sunday, November 25, 2012 13:32:19 UTC",-4.9947,144.9442,4.4,104.3,?,"97km WNW of Madang, Papua New Guinea"
us,c000dxyt,"Sunday, November 25, 2012 12:33:18 UTC",-56.1571,-27.3847,4.9,109.14,?,"61km N of Visokoi Island, "
pr,12330002,"Sunday, November 25, 2012 11:06:07 UTC",18.243,-68.3953,3.6,164,?,"27km ESE of Boca de Yuma, Dominican Republic"
ci,11208394,"Sunday, November 25, 2012 10:17:47 UTC",32.9808,-116.326,2.7,10.9,?,"25km NE of Pine Valley, California"
ak,10606024,"Sunday, November 25, 2012 08:28:06 UTC",60.025,-152.1889,2.8,98.4,?,"34km NW of Anchor Point, Alaska"
ak,10606023,"Sunday, November 25, 2012 08:25:36 UTC",51.3923,-175.9984,2.6,30.2,?,"70km SE of Adak, Alaska"
ak,10606005,"Sunday, November 25, 2012 07:47:51 UTC",60.0857,-139.9115,3.2,18.6,?,"60km N of Yakutat, Alaska"
us,c000dxx5,"Sunday, November 25, 2012 07:14:53 UTC",5.7204,126.6255,4.8,57.29,?,"86km SE of Pondaguitan, Philippines"
ak,10605985,"Sunday, November 25, 2012 07:00:57 UTC",52.3551,-171.2282,3.4,27.7,?,"14km S of Amukta Island, Alaska"
us,c000dxww,"Sunday, November 25, 2012 05:18:32 UTC",-32.72,-71.69,4.1,21,?,"35km N of Valparaiso, Chile"
pr,12330001,"Sunday, November 25, 2012 04:54:44 UTC",19.4698,-64.259,3.4,85,?,"122km NNE of Road Town, British Virgin Islands"
ci,11208282,"Sunday, November 25, 2012 04:31:03 UTC",33.469,-118.2225,2.5,0,?,"17km NE of Avalon, California"
hv,60434266,"Sunday, November 25, 2012 03:59:46 UTC",18.9582,-155.1958,4.3,23.8,?,"40km SE of Pahala, Hawaii"
ci,11208242,"Sunday, November 25, 2012 02:07:24 UTC",33.4618,-116.4555,2.9,13.2,?,"22km ESE of Anza, California"
ak,10605641,"Saturday, November 24, 2012 22:57:54 UTC",51.4388,-174.1124,2.6,24.4,?,"84km S of Atka, Alaska"
uw,60489241,"Saturday, November 24, 2012 22:21:13 UTC",49.4252,-120.4907,2.5,0,?,"3km SSE of Princeton, Canada"
us,c000dxtj,"Saturday, November 24, 2012 22:13:35 UTC",2.449,128.4252,4.9,199.58,?,"92km NNE of Tobelo, Indonesia"
us,c000dxt2,"Saturday, November 24, 2012 21:31:16 UTC",36.4873,27.975,4.3,10.05,?,"15km WNW of Kremasti, Greece"
us,c000dxst,"Saturday, November 24, 2012 21:04:18 UTC",36.515,27.908,4.4,10.03,?,"12km SSE of Symi, Greece"
pr,12329001,"Saturday, November 24, 2012 20:40:23 UTC",18.0638,-67.097,2.6,6,?,"2km SW of Sabana Eneas, Puerto Rico"
us,c000dxsg,"Saturday, November 24, 2012 20:28:49 UTC",6.4612,123.4937,5.3,600.34,?,"60km W of Bantogon, Philippines"
us,c000dxrk,"Saturday, November 24, 2012 18:48:00 UTC",-21.3585,-178.8084,4.9,549.12,?,"79km S of Ndoi Island, Fiji"
pr,12329002,"Saturday, November 24, 2012 18:16:23 UTC",19.243,-67.7335,2.8,54,?,"101km NE of Punta Cana, Dominican Republic"
ak,10605581,"Saturday, November 24, 2012 18:08:37 UTC",51.7279,178.6359,2.9,83,?,"26km SSE of Little Sitkin Island, Alaska"
us,c000dxq3,"Saturday, November 24, 2012 16:26:40 UTC",-6.1553,130.5852,4.7,123.64,?,"214km NNW of Saumlaki, Indonesia"
nc,71892581,"Saturday, November 24, 2012 15:44:35 UTC",36.6157,-121.2233,3.3,6.2,?,"23km NNE of Soledad, California"
nc,71892546,"Saturday, November 24, 2012 15:15:44 UTC",40.2073,-125.1847,2.6,5.1,?,"88km WSW of Ferndale, California"
se,112412c,"Saturday, November 24, 2012 14:56:04 UTC",35.9128,-83.4973,2.5,8.9,?,"7km NE of Sevierville, Tennessee"
ak,10605517,"Saturday, November 24, 2012 13:24:23 UTC",50.1302,179.0782,3.1,25.3,?,"179km SW of Amatignak Island, Alaska"
ci,11207994,"Saturday, November 24, 2012 13:12:54 UTC",37.1453,-118.0828,2.6,1.2,?,"18km E of Big Pine, California"
us,c000dxnm,"Saturday, November 24, 2012 12:50:20 UTC",-22.0636,-68.5444,4.4,101.45,?,"59km NE of Calama, Chile"
us,c000dxna,"Saturday, November 24, 2012 11:52:28 UTC",51.6093,159.1113,4.9,78.14,?,"154km SSE of Vilyuchinsk, Russia"
us,c000dxn0,"Saturday, November 24, 2012 11:21:10 UTC",14.0087,-92.2019,4.8,63.64,?,"44km SW of Champerico, Guatemala"
se,112412a,"Saturday, November 24, 2012 11:03:13 UTC",35.9186,-83.5012,3,7.1,?,"7km NE of Sevierville, Tennessee"
us,c000dxmt,"Saturday, November 24, 2012 10:51:32 UTC",0.9116,97.1736,4.4,23.53,?,"194km SSE of Sinabang, Indonesia"
ak,10610250,"Saturday, November 24, 2012 10:36:55 UTC",57.1658,-136.2146,3.1,3.2,?,"55km WNW of Sitka, Alaska"
us,c000dxmh,"Saturday, November 24, 2012 10:12:54 UTC",14.0722,-92.1195,4.4,64.38,?,"33km SW of Champerico, Guatemala"
us,c000dxm5,"Saturday, November 24, 2012 08:59:47 UTC",35.5549,139.9753,4.8,65.74,?,"10km WNW of Ichihara, Japan"
nc,71892321,"Saturday, November 24, 2012 08:11:43 UTC",38.8062,-122.7985,2.5,3.2,?,"6km WSW of Cobb, California"
nc,71892301,"Saturday, November 24, 2012 08:10:18 UTC",38.811,-122.7903,3.3,4,?,"5km WSW of Cobb, California"
ak,10605403,"Saturday, November 24, 2012 05:48:45 UTC",53.5364,-166.0115,3,55.2,?,"51km SE of Unalaska, Alaska"
nn,00394616,"Saturday, November 24, 2012 05:10:38 UTC",37.302,-117.5722,2.75,7.6426,?,"54km SSW of Goldfield, Nevada"
ak,10605381,"Saturday, November 24, 2012 04:52:52 UTC",51.7744,-179.0367,2.8,12.4,?,"57km N of Amatignak Island, Alaska"
ci,37103563,"Saturday, November 24, 2012 04:50:52 UTC",31.399,-115.3542,2.5,6,?,"64km NW of San Felipe, Mexico"
us,c000dxkb,"Saturday, November 24, 2012 03:02:43 UTC",-26.0243,-178.8679,4.6,494.88,?,"South of the Fiji Islands"
ak,10605339,"Saturday, November 24, 2012 02:58:19 UTC",57.5773,-142.8541,2.9,12,?,"278km S of Cape Yakataga, Alaska"
pr,12329000,"Saturday, November 24, 2012 02:33:17 UTC",19.2935,-66.5093,3.2,45,?,"92km N of Tierras Nuevas Poniente, Puerto Rico"
ak,10610222,"Saturday, November 24, 2012 02:07:34 UTC",56.1446,-153.0246,2.9,26.1,?,"165km SSE of Larsen Bay, Alaska"
us,c000dxjv,"Saturday, November 24, 2012 01:30:00 UTC",38.2877,141.7144,5.1,49.62,?,"38km ESE of Ishinomaki, Japan"
us,c000dxjs,"Saturday, November 24, 2012 01:19:27 UTC",-23.814,-67.8632,4.8,121.88,?,"105km SSE of San Pedro de Atacama, Chile"
nc,71892066,"Saturday, November 24, 2012 00:30:32 UTC",40.4088,-124.5348,2.5,21,?,"29km SW of Ferndale, California"
us,c000dxgz,"Friday, November 23, 2012 20:50:47 UTC",-10.738,162.766,5,32.7,?,"97km ESE of Kirakira, Solomon Islands"
us,c000dxfu,"Friday, November 23, 2012 20:21:29 UTC",38.217,141.723,5.3,58.7,?,"43km ESE of Ishinomaki, Japan"
us,c000dxfa,"Friday, November 23, 2012 19:54:12 UTC",15.292,-61.02,4.5,132.5,?,"25km E of La Plaine, Dominica"
pr,12328009,"Friday, November 23, 2012 18:44:02 UTC",17.9195,-65.6869,2.5,12,?,"21km SE of El Negro, Puerto Rico"
pr,12328008,"Friday, November 23, 2012 18:32:56 UTC",18.9442,-65.3513,2.7,19,?,"71km N of Culebra, Puerto Rico"
us,c000dxe0,"Friday, November 23, 2012 16:37:30 UTC",-17.903,-178.399,4.6,561.9,?,"287km SE of Lambasa, Fiji"
ak,10605184,"Friday, November 23, 2012 16:22:51 UTC",51.4369,-177.0139,3.1,49.5,?,"55km SSW of Adak, Alaska"
us,c000dxdw,"Friday, November 23, 2012 16:20:15 UTC",1.977,96.642,4.4,28.2,?,"62km SSE of Sinabang, Indonesia"
us,c000dxdq,"Friday, November 23, 2012 15:51:47 UTC",36.029,139.839,4.9,57.6,?,"5km WSW of Iwai, Japan"
ak,10605156,"Friday, November 23, 2012 13:20:15 UTC",52.0717,-173.2316,2.7,93.8,?,"67km ESE of Atka, Alaska"
us,c000dxcc,"Friday, November 23, 2012 13:12:38 UTC",3.874,122.887,4.5,556.6,?,"262km SSE of Tabiauan, Philippines"
pr,12328006,"Friday, November 23, 2012 12:43:35 UTC",19.1566,-68.3671,3.3,76,?,"63km N of Punta Cana, Dominican Republic"
ak,10605141,"Friday, November 23, 2012 12:39:09 UTC",60.2719,-151.8536,2.7,68.8,?,"32km WSW of Cohoe, Alaska"
ak,10609460,"Friday, November 23, 2012 12:11:50 UTC",58.6249,-156.0171,2.8,191.4,?,"38km E of King Salmon, Alaska"
pr,12328007,"Friday, November 23, 2012 11:47:37 UTC",18.2765,-67.6603,2.5,85,?,"43km W of Rincon, Puerto Rico"
ak,10609456,"Friday, November 23, 2012 11:15:23 UTC",57.6016,-142.8189,2.9,12,?,"275km S of Cape Yakataga, Alaska"
us,c000dxbn,"Friday, November 23, 2012 11:05:08 UTC",-5.871,131.838,4.3,101.4,?,"103km WSW of Tual, Indonesia"
us,c000dxam,"Friday, November 23, 2012 10:24:27 UTC",22.558,96.025,4.3,14.9,?,"33km E of Shwebo, Burma"
ci,11207546,"Friday, November 23, 2012 09:51:21 UTC",32.8163,-115.4625,2.8,9.7,?,"7km W of Holtville, California"
pr,12328004,"Friday, November 23, 2012 07:42:18 UTC",19.6219,-64.4682,3.3,27,?,"134km N of Road Town, British Virgin Islands"
pr,12328003,"Friday, November 23, 2012 07:37:58 UTC",17.9375,-65.6808,2.6,9,?,"21km ESE of El Negro, Puerto Rico"
pr,12328005,"Friday, November 23, 2012 07:13:58 UTC",19.3505,-65.8385,3.1,65,?,"101km NNE of San Juan, Puerto Rico"
us,c000dx98,"Friday, November 23, 2012 06:21:07 UTC",-3.37,146.139,4.8,31.9,?,"195km SW of Lorengau, Papua New Guinea"
ak,10605093,"Friday, November 23, 2012 06:00:24 UTC",52.2559,-169.5308,3.1,32.8,?,"88km SSW of Nikolski, Alaska"
ak,10605066,"Friday, November 23, 2012 04:55:33 UTC",52.1637,-174.0977,2.5,144.7,?,"7km ESE of Atka, Alaska"
us,c000dx8j,"Friday, November 23, 2012 04:52:40 UTC",14.069,120.708,5.1,208.6,?,"0km NNW of Sabang, Philippines"
ak,10605044,"Friday, November 23, 2012 04:00:17 UTC",61.2523,-146.8602,2.6,20,?,"30km WNW of Valdez, Alaska"
us,c000dx88,"Friday, November 23, 2012 03:38:44 UTC",12.128,-88.072,4.3,44.7,?,"96km SW of Jiquilillo, Nicaragua"
pr,12328000,"Friday, November 23, 2012 03:22:46 UTC",18.8425,-65.1966,3.2,48,?,"60km N of Culebra, Puerto Rico"
ci,11207426,"Friday, November 23, 2012 02:08:21 UTC",35.3572,-118.6363,2.7,5,?,"21km N of Bear Valley Springs, California"
pr,12328001,"Friday, November 23, 2012 01:36:32 UTC",18.7917,-64.5846,2.7,86,?,"41km N of Road Town, British Virgin Islands"
us,c000dx7p,"Friday, November 23, 2012 00:40:19 UTC",1.638,125.864,5,57.5,?,"78km ENE of Bitung, Indonesia"
pr,12327008,"Thursday, November 22, 2012 23:41:46 UTC",18.2858,-67.513,2.5,25,?,"28km WSW of Rincon, Puerto Rico"
us,c000dx79,"Thursday, November 22, 2012 23:26:50 UTC",39.216,142.216,4.8,57.1,?,"29km E of Kamaishi, Japan"
us,2012iga2,"Thursday, November 22, 2012 23:20:55 UTC",-15.78,-74.79,4.1,45,?,"42km SSW of Acari, Peru"
ci,11207362,"Thursday, November 22, 2012 23:18:15 UTC",32.9958,-117.7518,2.8,11.3,?,"41km WSW of Oceanside, California"
ak,10604963,"Thursday, November 22, 2012 23:15:00 UTC",59.7804,-152.7622,3,91.2,?,"52km W of Anchor Point, Alaska"
us,c000dx70,"Thursday, November 22, 2012 22:44:31 UTC",-22.351,174.049,5,35.3,?,"86km SW of Ceva-i-Ra, Fiji"
us,c000dx6e,"Thursday, November 22, 2012 21:29:21 UTC",-11.326,118.027,4.8,11,?,"214km SSW of Panenggoede, Indonesia"
ak,10604908,"Thursday, November 22, 2012 21:22:29 UTC",57.9682,-138.9369,3.1,12.9,?,"181km SSE of Yakutat, Alaska"
us,2012iga1,"Thursday, November 22, 2012 21:12:09 UTC",-14.63,-76.08,4.3,40,?,"62km SW of Santiago, Peru"
us,c000dx58,"Thursday, November 22, 2012 18:01:15 UTC",-4.542,102.855,5,77.8,?,"73km SW of Pagaralam, Indonesia"
ci,11207186,"Thursday, November 22, 2012 17:26:31 UTC",31.3005,-115.6422,3.7,6,?,"64km NE of Camalu, Mexico"
ci,11207138,"Thursday, November 22, 2012 14:58:36 UTC",33.9345,-116.0328,2.7,0.1,?,"22km S of Twentynine Palms, California"
us,c000dx3u,"Thursday, November 22, 2012 14:19:30 UTC",35.284,140.437,4.8,78.1,?,"6km NE of Ohara, Japan"
us,c000dx3r,"Thursday, November 22, 2012 14:16:40 UTC",-17.8914,-178.5016,4.8,577.08,?,"277km SE of Lambasa, Fiji"
ci,11207130,"Thursday, November 22, 2012 14:03:32 UTC",33.9025,-118.457,2.8,10.5,?,"4km WNW of Manhattan Beach, California"
ak,10604788,"Thursday, November 22, 2012 14:01:23 UTC",57.1883,-157.0307,3,103.4,?,"148km NE of Chignik Lake, Alaska"
ak,10604781,"Thursday, November 22, 2012 13:35:22 UTC",50.1606,179.8912,3.2,41.7,?,"141km SSW of Amatignak Island, Alaska"
ak,10604774,"Thursday, November 22, 2012 13:19:07 UTC",57.5573,-142.7839,3,12,?,"280km S of Cape Yakataga, Alaska"
us,c000dx1i,"Thursday, November 22, 2012 13:07:15 UTC",-22.786,-63.968,5.9,462.7,?,"26km SW of General Enrique Mosconi, Argentina"
ak,10604763,"Thursday, November 22, 2012 11:29:45 UTC",51.8363,-173.0099,2.7,45.1,?,"91km ESE of Atka, Alaska"
pr,12327003,"Thursday, November 22, 2012 10:25:20 UTC",18.6065,-64.1361,3,39,?,"54km ENE of Road Town, British Virgin Islands"
us,c000dwzh,"Thursday, November 22, 2012 09:09:31 UTC",-8.907,115.153,5,73.8,?,"8km SSE of Kangin, Indonesia"
us,c000dww4,"Thursday, November 22, 2012 06:32:24 UTC",4.914,126.495,4.6,100.2,?,"126km ESE of Sarangani, Philippines"
us,c000dwvy,"Thursday, November 22, 2012 06:27:19 UTC",13.555,144.594,4.7,134.6,?,"14km NW of Piti Village, Guam"
pr,12327002,"Thursday, November 22, 2012 06:11:03 UTC",18.6741,-66.2276,2.8,102,?,"24km N of Dorado, Puerto Rico"
us,c000dwup,"Thursday, November 22, 2012 05:55:12 UTC",-19.133,-67.446,4.8,190.8,?,"76km WSW of Challapata, Bolivia"
us,c000dwta,"Thursday, November 22, 2012 05:21:47 UTC",54.15,168.277,5.3,20.1,?,"187km SE of Nikol'skoye, Russia"
pr,12327001,"Thursday, November 22, 2012 03:05:55 UTC",19.082,-64.81,2.8,68,?,"76km NNW of Road Town, British Virgin Islands"
us,c000dwna,"Thursday, November 22, 2012 01:42:48 UTC",-5.79,154.358,4.6,398.7,?,"137km WNW of Panguna, Papua New Guinea"
ak,10604151,"Wednesday, November 21, 2012 23:46:24 UTC",59.8128,-153.3831,2.9,134.9,?,"82km SSW of Redoubt Volcano, Alaska"
us,c000dwm8,"Wednesday, November 21, 2012 23:30:07 UTC",54.309,-160.757,4.3,23.2,?,"93km SW of Chernabura Island, Alaska"
us,c000dwl3,"Wednesday, November 21, 2012 22:52:28 UTC",-33.985,-72.012,5.3,9.8,?,"56km SW of San Antonio, Chile"
us,c000dwl1,"Wednesday, November 21, 2012 22:51:22 UTC",-33.978,-72.183,4.5,9.9,?,"67km SW of San Antonio, Chile"
us,c000dwka,"Wednesday, November 21, 2012 22:25:26 UTC",24.006,122.344,4.9,23.5,?,"75km E of Hualian, Taiwan"
us,c000dwip,"Wednesday, November 21, 2012 21:36:22 UTC",-33.945,-71.891,5.9,18,?,"46km SSW of San Antonio, Chile"
us,c000dwhc,"Wednesday, November 21, 2012 21:05:33 UTC",-22.088,-69.167,4.5,85.7,?,"48km NNW of Calama, Chile"
ak,10604007,"Wednesday, November 21, 2012 19:36:58 UTC",51.5112,-178.1989,2.8,25.6,?,"41km S of Tanaga Volcano, Alaska"
ak,10603972,"Wednesday, November 21, 2012 19:02:55 UTC",63.2403,-151.3028,3,12.3,?,"118km NNW of Talkeetna, Alaska"
us,c000dwbj,"Wednesday, November 21, 2012 18:16:41 UTC",-33.84,-72.038,5.1,37.8,?,"47km SW of San Antonio, Chile"
us,c000dwai,"Wednesday, November 21, 2012 17:42:37 UTC",38.499,141.735,5,37.3,?,"39km ENE of Ishinomaki, Japan"
ak,10603915,"Wednesday, November 21, 2012 17:18:19 UTC",54.0221,-165.0105,3,73.4,?,"51km ESE of Akutan, Alaska"
us,c000dw8j,"Wednesday, November 21, 2012 16:46:37 UTC",-11.375,117.93,5.4,9.9,?,"224km SSW of Panenggoede, Indonesia"
ak,10603898,"Wednesday, November 21, 2012 16:23:01 UTC",59.0615,-153.7077,2.6,100.2,?,"102km SE of Old Iliamna, Alaska"
us,2012ifat,"Wednesday, November 21, 2012 14:46:32 UTC",52.439,-131.769,4,15.5,?,"176km S of Masset, Canada"
us,2012ifas,"Wednesday, November 21, 2012 13:55:52 UTC",55.028,-153.644,3.9,10,?,"153km SE of Chirikof Island, Alaska"
us,2012ifar,"Wednesday, November 21, 2012 13:31:48 UTC",-11.672,119.659,4.2,10,?,"173km SSW of Lailunggi, Indonesia"
us,c000dw57,"Wednesday, November 21, 2012 12:40:08 UTC",-8.622,159.185,4.4,10,?,"65km SSE of Dadali, Solomon Islands"
us,c000dw4a,"Wednesday, November 21, 2012 11:26:22 UTC",-11.651,119.641,4.5,10,?,"171km SSW of Lailunggi, Indonesia"
ak,10603832,"Wednesday, November 21, 2012 10:56:00 UTC",56.4161,-157.9027,2.7,87.1,?,"56km ENE of Chignik Lake, Alaska"
us,c000dw3s,"Wednesday, November 21, 2012 10:44:32 UTC",51.489,150.759,4.4,524.5,?,"Sea of Okhotsk"
pr,12326001,"Wednesday, November 21, 2012 10:33:14 UTC",18.7373,-64.8119,3,58,?,"41km NNW of Road Town, British Virgin Islands"
ak,10603820,"Wednesday, November 21, 2012 10:31:35 UTC",60.2708,-151.9558,2.7,70.7,?,"37km WSW of Cohoe, Alaska"
us,c000dw2y,"Wednesday, November 21, 2012 09:59:41 UTC",-8.857,118.509,4.7,116.7,?,"17km SW of Tolotangga, Indonesia"
hv,60433321,"Wednesday, November 21, 2012 09:29:41 UTC",19.3233,-155.1053,2.6,8.2,?,"18km SE of Volcano, Hawaii"
us,c000dw2l,"Wednesday, November 21, 2012 09:17:42 UTC",-5.571,151.769,4.2,87,?,"145km SSW of Kokopo, Papua New Guinea"
us,c000dw1p,"Wednesday, November 21, 2012 07:05:50 UTC",-5.063,154.425,4.8,243.1,?,"167km ESE of Taron, PNG"
pr,12326000,"Wednesday, November 21, 2012 06:04:35 UTC",18.7807,-65.3243,3,64,?,"52km N of Culebra, Puerto Rico"
nc,71890486,"Wednesday, November 21, 2012 05:27:25 UTC",40.3792,-124.6017,2.6,20.9,?,"36km SW of Ferndale, California"
us,c000dw0m,"Wednesday, November 21, 2012 05:13:43 UTC",16.409,-90.889,4.2,41.9,?,"28km WSW of Benemerito de las Americas, Mexico"
us,c000dvzy,"Wednesday, November 21, 2012 03:58:26 UTC",-1.045,127.298,4.5,18.6,?,"53km NW of Laiwui, Indonesia"
us,c000dvz8,"Wednesday, November 21, 2012 01:18:44 UTC",-5.907,151.699,4.8,46.6,?,"176km ESE of Kimbe, Papua New Guinea"
us,c000dvyp,"Wednesday, November 21, 2012 00:30:51 UTC",16.316,-98.346,4.5,22.5,?,"18km SSE of Cuajinicuilapa, Mexico"
us,c000dvyl,"Wednesday, November 21, 2012 00:22:10 UTC",44.116,147.687,4.7,93.4,?,"85km ENE of Shikotan, Russia"
us,c000dvyj,"Wednesday, November 21, 2012 00:02:20 UTC",39.586,142.073,4.2,62.4,?,"11km ESE of Miyako, Japan"
ak,10603562,"Tuesday, November 20, 2012 23:44:45 UTC",57.6057,-142.8943,2.7,11.6,?,"275km S of Cape Yakataga, Alaska"
nm,112012b,"Tuesday, November 20, 2012 23:28:22 UTC",38.4521,-87.8907,3.6,17,?,"12km WNW of Mount Carmel, Illinois"
ak,10605792,"Tuesday, November 20, 2012 22:52:56 UTC",54.3344,-161.4946,2.5,25.6,?,"123km SE of Cold Bay, Alaska"
ak,10605788,"Tuesday, November 20, 2012 22:04:37 UTC",50.9405,-168.7006,2.9,37.2,?,"222km S of Nikolski, Alaska"
ak,10605786,"Tuesday, November 20, 2012 21:56:11 UTC",57.6109,-142.8445,2.6,11.7,?,"274km S of Cape Yakataga, Alaska"
us,c000dvvv,"Tuesday, November 20, 2012 21:46:48 UTC",-5.028,102.906,4.3,39.5,?,"95km W of Kuripan, Indonesia"
us,c000dvna,"Tuesday, November 20, 2012 18:53:09 UTC",35.707,-97.463,2.7,5,?,"6km NNE of Edmond, Oklahoma"
us,c000dvlv,"Tuesday, November 20, 2012 17:56:31 UTC",39.418,39.857,4.3,8.9,?,"3km SW of Turluk, Turkey"
us,c000dvkz,"Tuesday, November 20, 2012 17:25:57 UTC",-7.689,127.586,4.6,155.4,?,"241km ENE of Dili, East Timor"
us,c000dvkl,"Tuesday, November 20, 2012 17:08:59 UTC",22.402,121.44,5.2,15.6,?,"49km SE of Taitung City, Taiwan"
us,2012ieas,"Tuesday, November 20, 2012 16:23:51 UTC",-0.8306,30.1531,4.9,10,?,"13km WNW of Ntungamo, Uganda"
us,c000dvj3,"Tuesday, November 20, 2012 16:23:24 UTC",-33.927,-72.277,5.4,15.1,?,"71km WSW of San Antonio, Chile"
us,c000dvit,"Tuesday, November 20, 2012 16:10:42 UTC",-5.819,151.763,4.7,37.8,?,"171km SSW of Kokopo, Papua New Guinea"
us,c000dvi3,"Tuesday, November 20, 2012 15:28:00 UTC",0.829,126.061,4.9,17.6,?,"119km SE of Bitung, Indonesia"
us,2012ieak,"Tuesday, November 20, 2012 15:14:13 UTC",36.198,70.419,4.1,154.3,?,"36km WNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan"
ak,10603320,"Tuesday, November 20, 2012 15:00:13 UTC",55.9872,-158.1386,2.6,43.5,?,"48km SE of Chignik Lake, Alaska"
ak,10603316,"Tuesday, November 20, 2012 14:25:33 UTC",51.2146,-174.94,2.5,20,?,"120km SSW of Atka, Alaska"
us,c000dveq,"Tuesday, November 20, 2012 10:38:14 UTC",-7.192,129.465,4.5,142.2,?,"220km WNW of Saumlaki, Indonesia"
us,c000dved,"Tuesday, November 20, 2012 10:15:04 UTC",33.285,141.758,4.7,10,?,"183km E of Hachijo-jima, Japan"
ak,10605727,"Tuesday, November 20, 2012 09:09:48 UTC",51.817,-178.8643,2.5,25.4,?,"50km W of Tanaga Volcano, Alaska"
pr,12325001,"Tuesday, November 20, 2012 09:09:48 UTC",19.1028,-68.3933,3.8,186,?,"57km N of Punta Cana, Dominican Republic"
ak,10603260,"Tuesday, November 20, 2012 08:34:11 UTC",64.465,-148.0889,2.9,20.3,?,"42km S of Ester, Alaska"
ak,10603258,"Tuesday, November 20, 2012 07:53:48 UTC",52.4737,-171.995,3.1,138.6,?,"50km W of Amukta Island, Alaska"
ak,10603229,"Tuesday, November 20, 2012 06:25:31 UTC",51.44,-178.2171,2.6,14.1,?,"49km S of Tanaga Volcano, Alaska"
ak,10603228,"Tuesday, November 20, 2012 06:19:09 UTC",54.5767,-161.8071,2.6,26.6,?,"89km SE of Cold Bay, Alaska"
ak,10603219,"Tuesday, November 20, 2012 05:50:12 UTC",51.4615,-178.1313,2.7,13.1,?,"47km S of Tanaga Volcano, Alaska"
pr,12325000,"Tuesday, November 20, 2012 05:23:06 UTC",19.1585,-64.5354,3.2,48,?,"82km N of Road Town, British Virgin Islands"
ak,10603207,"Tuesday, November 20, 2012 04:12:04 UTC",51.6231,-175.8245,2.6,41.8,?,"64km ESE of Adak, Alaska"
us,c000dvat,"Tuesday, November 20, 2012 03:33:52 UTC",16.655,-96.722,4.2,35.2,?,"9km N of Ejutla de Crespo, Mexico"
ak,10603189,"Tuesday, November 20, 2012 02:49:32 UTC",51.5128,-178.212,2.6,29.7,?,"41km S of Tanaga Volcano, Alaska"
us,c000dvaj,"Tuesday, November 20, 2012 02:24:28 UTC",38.617,106.246,4.7,30.8,?,"16km N of Yinchuan, China"
us,c000dv9t,"Tuesday, November 20, 2012 01:09:49 UTC",-21.809,-70.265,4.3,65,?,"32km NNW of Tocopilla, Chile"
us,c000dv9r,"Tuesday, November 20, 2012 00:59:20 UTC",13.983,-91.768,4.5,36.2,?,"38km SSE of Champerico, Guatemala"
ak,10605682,"Tuesday, November 20, 2012 00:06:07 UTC",51.6778,-176.5773,2.6,65.6,?,"23km SSE of Adak, Alaska"
pr,12324011,"Monday, November 19, 2012 23:59:27 UTC",18.468,-67.4489,2.6,13,?,"25km NW of Rincon, Puerto Rico"
ci,11206050,"Monday, November 19, 2012 22:59:40 UTC",34.3432,-117.6322,2.5,9.7,?,"1km S of Wrightwood, California"
uw,60488391,"Monday, November 19, 2012 22:51:46 UTC",43.7942,-121.6835,2.6,0.6,?,"17km W of Three Rivers, Oregon"
us,2012ida2,"Monday, November 19, 2012 22:38:06 UTC",30.675,68.046,4.5,10,?,"30km W of Qila Saifullah, Pakistan"
pr,12324010,"Monday, November 19, 2012 22:34:01 UTC",18.7178,-66.2149,2.5,41,?,"29km N of Levittown, Puerto Rico"
ak,10602736,"Monday, November 19, 2012 19:09:38 UTC",62.6275,-151.7676,3.1,2,?,"91km WNW of Talkeetna, Alaska"
nc,71889591,"Monday, November 19, 2012 18:07:40 UTC",36.4652,-121.0443,2.5,6.1,?,"24km NE of Greenfield, California"
